timestamp;status_code;length;output_file
2022-08-21 23:42:09;200;45655;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:09;200;2578;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:10;200;38468;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:11;200;8437;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:11;200;5691;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:12;200;7850;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:12;200;56976;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:13;200;9795;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:14;200;7052;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:14;200;8082;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:15;200;638;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:16;200;635;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:16;200;1885;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:17;200;643;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:17;200;3892;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:18;200;656;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:19;200;9593;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:19;200;657;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:20;200;6536;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:20;200;650;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:21;200;1918;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:22;200;636;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:22;200;668;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:23;200;1293;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:23;200;643;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:24;200;7736;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:25;200;3786;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:25;200;1257;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:26;200;1282;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:26;200;15888;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:27;200;16532;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:28;200;7606;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:28;200;5102;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:29;200;42373;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:29;200;3816;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:30;200;3828;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:31;200;3142;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:31;200;6246;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:32;200;619;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:32;200;3876;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:33;200;656;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:34;200;627;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:34;200;3876;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:35;200;662;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:35;200;5066;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:36;200;10140;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:37;200;5651;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:37;200;1885;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:38;200;45151;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:38;200;3894;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:39;200;3864;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:40;200;11365;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:40;200;3834;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:41;200;1274;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:41;200;1894;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:42;200;35271;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:43;200;4499;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:43;200;3146;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:44;200;3768;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:44;200;2508;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:45;200;649;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:46;200;15658;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:46;200;660;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:47;200;5756;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:47;200;3942;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:48;200;10026;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:49;200;6346;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:49;200;86008;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:50;200;621;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:51;200;11778;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:51;200;8574;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:52;200;1274;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:52;200;8043;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:53;200;2544;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:54;200;3158;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:54;200;23458;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:55;200;6306;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:55;200;4;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:56;200;4;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:57;200;2538;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:57;200;20826;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:58;200;8901;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:58;200;637;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:42:59;200;4;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:00;200;7085;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:00;200;4;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:01;200;9120;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:01;200;4626;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:02;200;652;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:02;200;9043;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:03;200;629;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:04;200;10759;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:04;200;8796;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:05;200;6380;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:05;200;649;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:06;200;5054;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:07;200;1252;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:07;200;15050;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:08;200;9539;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:09;200;6380;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:09;200;26388;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:10;200;3163;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:10;200;9533;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:11;200;10168;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:12;200;4457;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:12;200;3804;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:13;200;6316;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:13;200;5651;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:14;200;641;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:15;200;639;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:15;200;11396;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:16;200;279780;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:17;200;641;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:17;200;8900;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:18;200;2642;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:18;200;1916;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:19;200;23386;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:20;200;30110;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:20;200;9198;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:21;200;3902;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:21;200;5114;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:22;200;9887;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:23;200;645;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:23;200;8433;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:24;200;645;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:24;200;7065;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:25;200;8332;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:26;200;63831;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:26;200;5787;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:27;200;8945;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:28;200;1888;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:28;200;4;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:29;200;22110;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:29;200;8046;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:30;200;10348;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:31;200;3781;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:31;200;8273;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:32;200;7718;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:32;200;44649;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:33;200;7958;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:34;200;4;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:34;200;6366;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:35;200;1957;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:35;200;647;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:36;200;2584;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:37;200;4;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:37;200;1256;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:38;200;4;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:38;200;4;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:39;200;4;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:40;200;4;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:40;200;29234;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:41;200;3226;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:41;200;6952;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:42;200;7900;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:43;200;4;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:43;200;4;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:44;200;7907;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:44;200;31012;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:45;200;7701;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:46;200;8575;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:46;200;14394;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:47;200;6960;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:47;200;1330;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:48;200;8305;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:49;200;654;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:49;200;3229;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:50;200;4;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:50;200;7031;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:51;200;7748;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:52;200;15354;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:52;200;624;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:53;200;2572;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:53;200;4443;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:54;200;3738;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:55;200;5795;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:55;200;1872;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:56;200;6905;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:57;200;3834;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:57;200;1867;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:58;200;6426;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:58;200;5651;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:59;200;4396;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:43:59;200;8331;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:00;200;626;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:01;200;3768;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:01;200;10412;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:02;200;3136;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:02;200;629;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:03;200;3888;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:04;200;10875;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:04;200;6327;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:05;200;4427;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:05;200;643;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:06;200;5102;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:07;200;5078;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:07;200;2550;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:08;200;6217;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:08;200;3762;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:09;200;5150;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:10;200;656;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:10;200;4543;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:11;200;4565;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:11;200;5062;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:12;200;3876;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:13;200;3962;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:13;200;40517;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
2022-08-21 23:44:14;200;7040;/Users/sevdaoztutk/Desktop/Social Data Science/Qwe/Examproject
